"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"30368",46064,"Morera","19/09/2011 11:27","Medio (4 - 8 mts)",230,"Grande",-68.8221011129,-32.8733372625,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"30375",46077,"Paraiso","21/09/2011 07:38","Muy bajo (1 - 2 mts)",16,"Chico",-68.8230026811,-32.8745483435,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30384",46091,"Morera","05/10/2011 12:04","Medio (4 - 8 mts)",145,"Grande",-68.8242901405,-32.874616343,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30390",46105,"Morera","05/10/2011 11:35","Bajo (2 - 4 mts)",32,"Mediano",-68.8253069976,-32.8748183038,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30403",46125,"Morera","05/10/2011 11:03","Medio (4 - 8 mts)",136,"Grande",-68.8243781669,-32.8745405963,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30404",46126,"Morera","05/10/2011 11:02","Medio (4 - 8 mts)",100,"Grande",-68.8243218639,-32.8745445893,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30407",46130,"Morera","27/09/2011 11:38","Alto (> 8 mts)",168,"Grande",-68.8241931788,-32.8743743527,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30408",46132,"Morera","27/09/2011 11:34","Alto (> 8 mts)",170,"Grande",-68.8240391559,-32.8743663599,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30413",46138,"Morera","27/09/2011 11:16","Alto (> 8 mts)",162,"Grande",-68.8237310123,-32.8741412313,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30417",46152,"Fresno europeo","27/09/2011 10:49","Muy bajo (1 - 2 mts)",8,"Chico",-68.8242296072,-32.8744269925,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30426",46166,"Paraiso","27/09/2011 10:46","Alto (> 8 mts)",150,"Grande",-68.8232536042,-32.8746412121,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30432",46180,"Morera","28/09/2011 10:08","Bajo (2 - 4 mts)",40,"Mediano",-68.8239874373,-32.8750823976,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30440",46189,"Morera","28/09/2011 09:45","Medio (4 - 8 mts)",145,"Grande",-68.8248675885,-32.8754822373,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30446",46200,"Morera","28/09/2011 11:13","Medio (4 - 8 mts)",120,"Grande",-68.8252265154,-32.8751365414,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30447",46201,"Morera","28/09/2011 11:12","Medio (4 - 8 mts)",180,"Grande",-68.8250971547,-32.8751327367,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"30452",46209,"Morera","27/09/2011 12:28","Medio (4 - 8 mts)",90,"Grande",-68.8253397972,-32.8755291545,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30455",46212,"Morera","27/09/2011 12:18","Medio (4 - 8 mts)",180,"Grande",-68.8261605039,-32.8754999107,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"30457",46214,"Paraiso","27/09/2011 12:13","Alto (> 8 mts)",178,"Grande",-68.8262335369,-32.8753095745,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"30462",46222,"Morera","27/09/2011 12:00","Medio (4 - 8 mts)",120,"Grande",-68.8261579378,-32.8746247235,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30466",46229,"Morera","29/09/2011 12:47","Bajo (2 - 4 mts)",20,"Chico",-68.8257426986,-32.8744079197,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30472",46238,"Morera","28/09/2011 10:00","Alto (> 8 mts)",180,"Grande",-68.8254284194,-32.8758870529,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"30475",46244,"Morera","28/09/2011 10:12","Alto (> 8 mts)",190,"Grande",-68.8259978376,-32.8762046021,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"30476",46245,"Morera","28/09/2011 10:15","Alto (> 8 mts)",220,"Grande",-68.8262172491,-32.876323239,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"30477",46247,"Morera","28/09/2011 10:18","Alto (> 8 mts)",175,"Grande",-68.8263347327,-32.876391022,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
"30482",46252,"Morera","28/09/2011 09:46","Alto (> 8 mts)",205,"Grande",-68.8254815461,-32.8756306711,4,"Cuarta Este Área Fundacional",1822015.85685,1,"alto"
"30501",46284,"Morera","21/09/2011 09:46","Alto (> 8 mts)",155,"Grande",-68.8230388342,-32.8740997121,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30503",46287,"Acacia SP","27/09/2011 09:44","Medio (4 - 8 mts)",55,"Mediano",-68.8229364867,-32.8739829783,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30504",46288,"Perenne","27/09/2011 09:52","Muy bajo (1 - 2 mts)",15,"Chico",-68.8228180346,-32.8739049042,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30511",46295,"Morera","19/09/2011 12:41","Medio (4 - 8 mts)",60,"Mediano",-68.8223589441,-32.873714627,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30514",46301,"Morera","28/09/2011 08:34","Alto (> 8 mts)",230,"Grande",-68.8235835689,-32.8734852642,4,"Cuarta Este Área Fundacional",1822015.85685,1,"alto"
"30517",46307,"Olmo comun","28/09/2011 08:22","Alto (> 8 mts)",128,"Grande",-68.8241038936,-32.8734582797,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30523",46313,"Fresno europeo","28/09/2011 08:12","Alto (> 8 mts)",173,"Grande",-68.8246611132,-32.873435104,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30550",46348,"Morera","19/09/2011 14:12","Medio (4 - 8 mts)",110,"Grande",-68.8260941235,-32.8739941383,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30553",46352,"Morera","19/09/2011 13:59","Alto (> 8 mts)",165,"Grande",-68.8259996994,-32.8742888517,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30557",46358,"Morera","19/09/2011 13:51","Alto (> 8 mts)",130,"Grande",-68.8254651187,-32.8742850827,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30569",46372,"Morera","19/09/2011 13:03","Alto (> 8 mts)",150,"Grande",-68.8248808,-32.8736538921,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30571",46376,"Morera","19/08/2011 12:21","Alto (> 8 mts)",110,"Grande",-68.8330608927,-32.8671816249,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30573",46378,"Morera","19/08/2011 12:18","Medio (4 - 8 mts)",100,"Grande",-68.8329222883,-32.8671954162,4,"Cuarta Oeste",1173332.70145,1,"medio"
"30575",46382,"Morera","19/08/2011 12:13","Alto (> 8 mts)",148,"Grande",-68.8325636619,-32.8672237008,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30578",46388,"Morera","19/08/2011 12:00","Alto (> 8 mts)",210,"Grande",-68.8323766312,-32.8667964979,4,"Cuarta Oeste",1173332.70145,1,"alto"
"30580",46392,"Fresno europeo","19/08/2011 11:51","Medio (4 - 8 mts)",90,"Grande",-68.8328184599,-32.8667263963,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30581",46393,"Morera","19/08/2011 11:50","Alto (> 8 mts)",240,"Grande",-68.8328897028,-32.8667253463,4,"Cuarta Oeste",1173332.70145,0,"alto"
"30584",46398,"Morera","19/08/2011 12:25","Alto (> 8 mts)",140,"Grande",-68.8330929056,-32.8671463212,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30596",46418,"Morera","19/08/2011 09:27","Alto (> 8 mts)",150,"Grande",-68.8329498355,-32.868263227,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30601",46425,"Morera","17/08/2011 12:38","Alto (> 8 mts)",128,"Grande",-68.8323275228,-32.8671623389,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30603",46427,"Morera","16/08/2011 13:24","Alto (> 8 mts)",170,"Grande",-68.8322711799,-32.8669784989,4,"Cuarta Oeste",1173332.70145,1,"medio"
"30610",46435,"Morera","17/08/2011 09:55","Alto (> 8 mts)",180,"Grande",-68.8318441664,-32.8668682841,4,"Cuarta Oeste",1173332.70145,0,"alto"
"30611",46438,"Morera","17/08/2011 09:48","Alto (> 8 mts)",145,"Grande",-68.8318539663,-32.8670686493,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30613",46440,"Paraiso","17/08/2011 09:38","Alto (> 8 mts)",160,"Grande",-68.8318629537,-32.867184384,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30620",46450,"Morera","17/08/2011 13:32","Alto (> 8 mts)",170,"Grande",-68.8325647619,-32.8680523559,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30621",46451,"Morera","17/08/2011 13:35","Alto (> 8 mts)",115,"Grande",-68.832603522,-32.868186854,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30629",46464,"Morera","17/08/2011 09:16","Alto (> 8 mts)",210,"Grande",-68.8318878784,-32.8678391027,4,"Cuarta Oeste",1173332.70145,0,"alto"
"30637",46474,"Olmo bola","17/08/2011 13:57","Medio (4 - 8 mts)",26,"Mediano",-68.8312145026,-32.8684194282,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30638",46477,"Morera","17/08/2011 13:54","Alto (> 8 mts)",155,"Grande",-68.8310165912,-32.8684357522,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30649",46492,"Pltano","17/08/2011 13:02","Alto (> 8 mts)",190,"Grande",-68.8303867007,-32.8679452797,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"30657",46505,"Ligustro","17/08/2011 09:51","Medio (4 - 8 mts)",105,"Grande",-68.830337731,-32.8671215154,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30661",46510,"Morera","17/08/2011 09:42","Alto (> 8 mts)",185,"Grande",-68.8304671808,-32.8668338672,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"30669",46519,"Morera","16/08/2011 14:04","Alto (> 8 mts)",190,"Grande",-68.8317005541,-32.8669461732,4,"Cuarta Oeste",1173332.70145,0,"alto"
"30672",46525,"Morera","16/08/2011 13:35","Alto (> 8 mts)",170,"Grande",-68.8317396054,-32.8677103217,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30681",46540,"Morera","07/09/2011 10:43","Alto (> 8 mts)",150,"Grande",-68.8330826925,-32.8694040604,4,"Cuarta Oeste",1173332.70145,1,"medio"
"30689",46550,"Morera","07/09/2011 11:31","Bajo (2 - 4 mts)",20,"Chico",-68.8328155611,-32.8684420466,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"30691",46553,"Fresno europeo","07/09/2011 11:42","Bajo (2 - 4 mts)",28,"Mediano",-68.8331826216,-32.8683617953,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"30692",46554,"Morera","07/09/2011 11:43","Alto (> 8 mts)",160,"Grande",-68.8333579913,-32.8683447562,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30693",46555,"Morera","07/09/2011 11:45","Alto (> 8 mts)",138,"Grande",-68.8334472473,-32.8684456953,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30698",46563,"Morera","07/09/2011 09:34","Alto (> 8 mts)",120,"Grande",-68.8319238846,-32.8685645958,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30705",46573,"Morera","07/09/2011 09:06","Alto (> 8 mts)",135,"Grande",-68.8321490394,-32.8695818876,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30718",46591,"Paraiso","05/09/2011 11:22","Bajo (2 - 4 mts)",80,"Grande",-68.8327185903,-32.8685881718,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"30721",46595,"Morera","05/09/2011 11:15","Alto (> 8 mts)",70,"Grande",-68.832531246,-32.86843224,4,"Cuarta Oeste",1173332.70145,1,"bajo"
"30723",46601,"Morera","05/09/2011 10:19","Medio (4 - 8 mts)",110,"Grande",-68.8317897821,-32.868580885,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30724",46602,"Morera","05/09/2011 10:18","Bajo (2 - 4 mts)",70,"Grande",-68.8317919185,-32.8686377848,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30739",46624,"Morera","07/09/2011 09:29","Bajo (2 - 4 mts)",24,"Mediano",-68.8304658466,-32.869644089,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30745",46632,"Fresno europeo","05/09/2011 07:43","Medio (4 - 8 mts)",70,"Grande",-68.830437594,-32.868881578,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30747",46639,"Paraiso","02/09/2011 10:58","Medio (4 - 8 mts)",90,"Grande",-68.8310075653,-32.8685701087,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30748",46640,"Morera","02/09/2011 10:54","Muy bajo (1 - 2 mts)",8,"Chico",-68.8311445887,-32.868557964,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30753",46648,"Morera","05/09/2011 08:42","Alto (> 8 mts)",108,"Grande",-68.8307368072,-32.8698490341,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
"30754",46649,"Morera","05/09/2011 08:40","Muy bajo (1 - 2 mts)",2,"Chico",-68.8308781067,-32.8698357106,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30764",46666,"Morera","02/09/2011 10:59","Medio (4 - 8 mts)",50,"Mediano",-68.8318064416,-32.8706619673,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30766",46668,"Morera","02/09/2011 10:52","Alto (> 8 mts)",112,"Grande",-68.8315560095,-32.8706869138,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30767",46670,"Morera","02/09/2011 10:45","Alto (> 8 mts)",70,"Grande",-68.8312429381,-32.8707246479,4,"Cuarta Este Área Fundacional",1822015.85685,1,"bajo"
"30769",46672,"Morera","02/09/2011 10:42","Medio (4 - 8 mts)",90,"Grande",-68.8310837911,-32.8707498609,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30774",46679,"Morera","02/09/2011 10:25","Alto (> 8 mts)",170,"Grande",-68.8305182594,-32.870513835,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30776",46682,"Morera","02/09/2011 10:19","Alto (> 8 mts)",188,"Grande",-68.8305057019,-32.8702052673,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"30787",46695,"Morera","05/09/2011 10:23","Bajo (2 - 4 mts)",7,"Chico",-68.8326182178,-32.8697673014,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30789",46697,"Morera","05/09/2011 10:17","Alto (> 8 mts)",178,"Grande",-68.8325757265,-32.8696733502,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"30794",46709,"Morera","05/09/2011 09:57","Alto (> 8 mts)",175,"Grande",-68.8319925963,-32.8701575897,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30796",46714,"Morera","05/09/2011 09:44","Alto (> 8 mts)",182,"Grande",-68.8322096744,-32.8706321722,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"30797",46715,"Morera","05/09/2011 09:43","Alto (> 8 mts)",180,"Grande",-68.8322853174,-32.8706237021,4,"Cuarta Este Área Fundacional",1822015.85685,1,"alto"
"30803",46723,"Morera","08/09/2011 10:32","Alto (> 8 mts)",150,"Grande",-68.8328125588,-32.8704974547,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30813",46733,"Morera","07/09/2011 13:52","Alto (> 8 mts)",140,"Grande",-68.8329236777,-32.8696452317,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30817",46740,"Morera","07/09/2011 10:42","Medio (4 - 8 mts)",105,"Grande",-68.8331124463,-32.8701188731,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30818",46741,"Morera","07/09/2011 10:41","Medio (4 - 8 mts)",63,"Grande",-68.8331287782,-32.8701844481,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"30820",46744,"Morera","07/09/2011 10:35","Alto (> 8 mts)",125,"Grande",-68.833187554,-32.8704079663,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30829",46756,"Morera","05/09/2011 11:14","Medio (4 - 8 mts)",145,"Grande",-68.8331913421,-32.8698685779,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30832",46761,"Morera","05/09/2011 11:02","Alto (> 8 mts)",193,"Grande",-68.8333360978,-32.8703955405,4,"Cuarta Oeste",1173332.70145,0,"alto"
"30841",46775,"Morera","07/09/2011 11:33","Medio (4 - 8 mts)",163,"Grande",-68.8332720232,-32.8727175877,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30845",46781,"Fresno americano","07/09/2011 11:24","Bajo (2 - 4 mts)",196,"Grande",-68.8324879371,-32.8727774045,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"30851",46792,"Morera","07/09/2011 11:03","Medio (4 - 8 mts)",200,"Grande",-68.832066686,-32.8720050799,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"30862",46806,"Fresno americano","07/09/2011 10:40","Medio (4 - 8 mts)",150,"Grande",-68.8331445607,-32.8717984113,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30867",46815,"Pltano","07/09/2011 10:24","Medio (4 - 8 mts)",175,"Grande",-68.8333439622,-32.8723641727,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30874",46822,"Morera","16/09/2011 08:30","Alto (> 8 mts)",110,"Grande",-68.833462218,-32.8723144945,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30882",46836,"Fresno europeo","16/09/2011 08:02","Alto (> 8 mts)",108,"Grande",-68.8341137676,-32.8717133515,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30893",46852,"Pltano","15/09/2011 13:20","Alto (> 8 mts)",250,"Grande",-68.8342765662,-32.8726457952,4,"Cuarta Este Área Fundacional",1822015.85685,1,"alto"
"30895",46855,"Morera","15/09/2011 13:12","Alto (> 8 mts)",118,"Grande",-68.8338929175,-32.8726709378,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
"30897",46857,"Fresno europeo","15/09/2011 13:09","Medio (4 - 8 mts)",45,"Mediano",-68.8336861784,-32.8726845032,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30899",46863,"Olmo comun","15/09/2011 13:02","Medio (4 - 8 mts)",90,"Grande",-68.8334801797,-32.8724843263,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30906",46871,"Morera","09/09/2011 11:09","Alto (> 8 mts)",178,"Grande",-68.8333872068,-32.8708909994,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"30908",46873,"Morera","09/09/2011 11:05","Alto (> 8 mts)",126,"Grande",-68.833379317,-32.8707104697,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30912",46878,"Morera","09/09/2011 10:13","Alto (> 8 mts)",145,"Grande",-68.8339216822,-32.8705405002,4,"Cuarta Oeste",1173332.70145,0,"medio"
"30924",46896,"Morera","08/09/2011 11:00","Medio (4 - 8 mts)",50,"Mediano",-68.8335115662,-32.8716696614,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30930",46906,"Morera","09/09/2011 09:08","Alto (> 8 mts)",120,"Grande",-68.832281272,-32.8717628122,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
"30934",46913,"Morera","08/09/2011 09:09","Alto (> 8 mts)",145,"Grande",-68.8320376699,-32.8713809443,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30936",46916,"Morera","08/09/2011 08:59","Alto (> 8 mts)",170,"Grande",-68.8320257315,-32.8711712285,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
"30937",46917,"Tilo","08/09/2011 08:57","Bajo (2 - 4 mts)",35,"Mediano",-68.8320213906,-32.8710537058,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30938",46919,"Morera","08/09/2011 08:50","Alto (> 8 mts)",118,"Grande",-68.8320147312,-32.870923073,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30943",46931,"Morera","07/09/2011 10:36","Alto (> 8 mts)",105,"Grande",-68.8330390064,-32.8706459335,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
"30952",46946,"Morera","09/09/2011 14:48","Alto (> 8 mts)",140,"Grande",-68.8317770879,-32.8707768541,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30961",46962,"lamo blanco","09/09/2011 09:04","Alto (> 8 mts)",130,"Grande",-68.8308096826,-32.8708829412,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30975",46989,"Morera","08/09/2011 12:42","Alto (> 8 mts)",62,"Grande",-68.8313076635,-32.8718101945,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"30982",46996,"lamo blanco","08/09/2011 12:58","Alto (> 8 mts)",160,"Grande",-68.8318602424,-32.8717801023,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30992",47010,"Paraiso","08/09/2011 12:59","Medio (4 - 8 mts)",148,"Grande",-68.8318752992,-32.8708168239,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30994",47013,"Pltano","15/09/2011 13:09","Alto (> 8 mts)",200,"Grande",-68.830613763,-32.8722089777,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"31012",47041,"Paraiso","15/09/2011 10:05","Bajo (2 - 4 mts)",25,"Mediano",-68.8319485143,-32.8722286315,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"31016",47048,"Fresno europeo","15/09/2011 09:50","Alto (> 8 mts)",90,"Grande",-68.8316593427,-32.8719054299,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"31020",47055,"Morera","09/09/2011 16:12","Alto (> 8 mts)",180,"Grande",-68.8311238641,-32.8719312243,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"31038",47081,"Morera","23/09/2011 11:45","Alto (> 8 mts)",118,"Grande",-68.833509225,-32.8731121467,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"31042",47086,"Fresno europeo","23/09/2011 11:33","Medio (4 - 8 mts)",78,"Grande",-68.8337240191,-32.8727817741,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"31050",47099,"Pltano","23/09/2011 10:30","Alto (> 8 mts)",190,"Grande",-68.8346661418,-32.8730679707,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"31051",47101,"Pltano","23/09/2011 10:24","Alto (> 8 mts)",220,"Grande",-68.8347355245,-32.8733483476,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"31053",47105,"Fresno europeo","20/09/2011 12:22","Medio (4 - 8 mts)",100,"Grande",-68.8321130468,-32.8730889781,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"31058",47116,"Pltano","20/09/2011 11:47","Alto (> 8 mts)",290,"Grande",-68.8324011513,-32.8738680672,4,"Cuarta Este Área Fundacional",1822015.85685,0,"muy alto"
"31060",47118,"Fresno americano","20/09/2011 11:34","Alto (> 8 mts)",125,"Grande",-68.8325496911,-32.8738608722,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"31064",47125,"Prunas","20/09/2011 11:15","Alto (> 8 mts)",180,"Grande",-68.8331509414,-32.873811271,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"31069",47135,"Fresno europeo","20/09/2011 10:56","Muy bajo (1 - 2 mts)",8,"Chico",-68.8334033837,-32.8733856112,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"31071",47138,"Pltano","20/09/2011 10:42","Alto (> 8 mts)",230,"Grande",-68.833389961,-32.8731564153,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"31073",47142,"Morera","20/09/2011 10:35","Bajo (2 - 4 mts)",42,"Mediano",-68.8333729021,-32.8728787331,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"31078",47153,"Fresno europeo","20/09/2011 10:15","Medio (4 - 8 mts)",110,"Grande",-68.8323967608,-32.8728901023,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"31079",47155,"Fresno europeo","20/09/2011 10:13","Alto (> 8 mts)",128,"Grande",-68.8322841171,-32.8728985896,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"31087",47171,"Fresno europeo","21/09/2011 10:15","Medio (4 - 8 mts)",78,"Grande",-68.8335556752,-32.8739971984,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"31089",47176,"Morera","20/09/2011 11:14","Medio (4 - 8 mts)",112,"Grande",-68.8335685624,-32.8743628523,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"31090",47177,"Morera","20/09/2011 11:12","Medio (4 - 8 mts)",269,"Grande",-68.8335764253,-32.8744437447,4,"Cuarta Este Área Fundacional",1822015.85685,0,"muy alto"
"31092",47181,"Morera","20/09/2011 11:04","Medio (4 - 8 mts)",265,"Grande",-68.8335970262,-32.8749131036,4,"Cuarta Este Área Fundacional",1822015.85685,1,"muy alto"
"31093",47185,"Fresno americano","20/09/2011 10:57","Medio (4 - 8 mts)",145,"Grande",-68.8337278142,-32.8751432093,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"31095",47189,"Fresno europeo","20/09/2011 10:50","Medio (4 - 8 mts)",85,"Grande",-68.8342698498,-32.8751071396,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"31099",47198,"Morera","20/09/2011 10:35","Medio (4 - 8 mts)",158,"Grande",-68.8351355641,-32.8747739356,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"31103",47203,"Paraiso","20/09/2011 10:18","Medio (4 - 8 mts)",120,"Grande",-68.8349486653,-32.8740874101,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"31113",47213,"Pltano","19/09/2011 10:50","Medio (4 - 8 mts)",230,"Grande",-68.8321776623,-32.8746363711,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"31123",47224,"Fresno americano","19/09/2011 10:20","Medio (4 - 8 mts)",60,"Mediano",-68.8329558473,-32.8751845297,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"31125",47226,"Morera","19/09/2011 10:13","Alto (> 8 mts)",176,"Grande",-68.8332610564,-32.8751707858,4,"Cuarta Este Área Fundacional",1822015.85685,1,"alto"
"31126",47227,"Fresno europeo","19/09/2011 10:12","Alto (> 8 mts)",180,"Grande",-68.8333304842,-32.8751663049,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"31132",47237,"Fresno europeo","16/09/2011 11:28","Alto (> 8 mts)",157,"Grande",-68.8334596181,-32.8745092325,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"31135",47245,"Morera","16/09/2011 11:15","Alto (> 8 mts)",145,"Grande",-68.8332872921,-32.8739046888,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"31136",47249,"Fresno europeo","16/09/2011 11:01","Alto (> 8 mts)",92,"Grande",-68.8327339868,-32.8739523521,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
